rank,titulo,autores,autores_lista,data,data_completa,link,resumo,categorias,categorias_lista,arxiv_id,doi,comment,journal_ref,primary_category,termo
78,Bitcoin over Tor isn't a good idea,"Alex Biryukov, Ivan Pustogarov","['Alex Biryukov', 'Ivan Pustogarov']",2014-10-22,2014-10-22T15:37:07Z,https://arxiv.org/abs/1410.6079v2,"Bitcoin is a decentralized P2P digital currency in which coins are generated by a distributed set of miners and transaction are broadcasted via a peer-to-peer network. While Bitcoin provides some level of anonymity (or rather pseudonymity) by encouraging the users to have any number of random-looking Bitcoin addresses, recent research shows that this level of anonymity is rather low. This encourages users to connect to the Bitcoin network through anonymizers like Tor and motivates development of default Tor functionality for popular mobile SPV clients. In this paper we show that combining Tor and Bitcoin creates an attack vector for the deterministic and stealthy man-in-the-middle attacks. A low-resource attacker can gain full control of information flows between all users who chose to use Bitcoin over Tor. In particular the attacker can link together user's transactions regardless of pseudonyms used, control which Bitcoin blocks and transactions are relayed to the user and can \ delay or discard user's transactions and blocks. In collusion with a powerful miner double-spending attacks become possible and a totally virtual Bitcoin reality can be created for such set of users. Moreover, we show how an attacker can fingerprint users and then recognize them and learn their IP address when they decide to connect to the Bitcoin network directly.",cs.CR,['cs.CR'],1410.6079v2,,"11 pages, 4 figures, 4 tables",,cs.CR,bitcoin
79,An Analysis of Anonymity in the Bitcoin System,"Fergal Reid, Martin Harrigan","['Fergal Reid', 'Martin Harrigan']",2011-07-22,2011-07-22T14:29:34Z,https://arxiv.org/abs/1107.4524v2,"Anonymity in Bitcoin, a peer-to-peer electronic currency system, is a complicated issue. Within the system, users are identified by public-keys only. An attacker wishing to de-anonymize its users will attempt to construct the one-to-many mapping between users and public-keys and associate information external to the system with the users. Bitcoin tries to prevent this attack by storing the mapping of a user to his or her public-keys on that user's node only and by allowing each user to generate as many public-keys as required. In this chapter we consider the topological structure of two networks derived from Bitcoin's public transaction history. We show that the two networks have a non-trivial topological structure, provide complementary views of the Bitcoin system and have implications for anonymity. We combine these structures with external information and techniques such as context discovery and flow analysis to investigate an alleged theft of Bitcoins, which, at the time of the theft, had a market value of approximately half a million U.S. dollars.","physics.soc-ph, cs.SI","['physics.soc-ph', 'cs.SI']",1107.4524v2,,"28 pages, 14 Figures. Updated with further related work, additional technical details. Format changed to author prepared book chapter preprint. Supporting code, additional discussion: http://anonymity-in-bitcoin.blogspot.com/",,physics.soc-ph,bitcoin
80,Bitcoin Transaction Malleability and MtGox,"Christian Decker, Roger Wattenhofer","['Christian Decker', 'Roger Wattenhofer']",2014-03-26,2014-03-26T14:01:13Z,https://arxiv.org/abs/1403.6676v1,"In Bitcoin, transaction malleability describes the fact that the signatures that prove the ownership of bitcoins being transferred in a transaction do not provide any integrity guarantee for the signatures themselves. This allows an attacker to mount a malleability attack in which it intercepts, modifies, and rebroadcasts a transaction, causing the transaction issuer to believe that the original transaction was not confirmed. In February 2014 MtGox, once the largest Bitcoin exchange, closed and filed for bankruptcy claiming that attackers used malleability attacks to drain its accounts. In this work we use traces of the Bitcoin network for over a year preceding the filing to show that, while the problem is real, there was no widespread use of malleability attacks before the closure of MtGox.","cs.CR, cs.CE","['cs.CR', 'cs.CE']",1403.6676v1,10.1007/978-3-319-11212-1_18,,,cs.CR,bitcoin
81,A bibliometric analysis of Bitcoin scientific production,"Ignasi Merediz-Solà, Aurelio F. Bariviera","['Ignasi Merediz-Solà', 'Aurelio F. Bariviera']",2019-06-21,2019-06-21T03:33:09Z,https://arxiv.org/abs/1906.08933v1,"Blockchain technology, and more specifically Bitcoin (one of its foremost applications), have been receiving increasing attention in the scientific community. The first publications with Bitcoin as a topic, can be traced back to 2012. In spite of this short time span, the production magnitude (1162 papers) makes it necessary to make a bibliometric study in order to observe research clusters, emerging topics, and leading scholars. Our paper is aimed at studying the scientific production only around bitcoin, excluding other blockchain applications. Thus, we restricted our search to papers indexed in the Web of Science Core Collection, whose topic is ""bitcoin"". This database is suitable for such diverse disciplines such as economics, engineering, mathematics, and computer science. This bibliometric study draws the landscape of the current state and trends of Bitcoin-related research in different scientific disciplines.","cs.DL, q-fin.GN","['cs.DL', 'q-fin.GN']",1906.08933v1,10.1016/J.RIBAF.2019.06.008,,"Research in International Business and Finance, 50, 294-305 (2019)",cs.DL,bitcoin
82,"Don't Trust, Verify: Towards a Framework for the Greening of Bitcoin","Juan Ignacio Ibañez, Alexander Freier","['Juan Ignacio Ibañez', 'Alexander Freier']",2023-05-02,2023-05-02T22:52:10Z,https://arxiv.org/abs/2305.01815v1,"For more than a decade, Bitcoin has gained as much adoption as it has received criticism. Fundamentally, Bitcoin is under fire for the high carbon footprint that results from the energy-intensive proof-of-work (PoW) consensus algorithm. There is a trend however for Bitcoin mining to adopt a trajectory toward achieving carbon-negative status, notably due to the adoption of methane-based mining and mining-based flexible load response (FLR) to complement variable renewable energy (VRE) generation. Miners and electricity sellers may increase their profitability not only by taking advantage of excess energy, but also by selling green tokens to buyers interested in greening their portfolios. Nevertheless, a proper ''green Bitcoin'' accounting system requires a standard framework for the accreditation of sustainable bitcoin holdings. The proper way to build such a framework remains contested. In this paper, we survey the different sustainable Bitcoin accounting systems. Analyzing the various alternatives, we suggest a path forward.",econ.GN,['econ.GN'],2305.01815v1,,7 pages,,econ.GN,bitcoin
83,The False Premises and Promises of Bitcoin,Brian P. Hanley,['Brian P. Hanley'],2013-12-07,2013-12-07T01:41:50Z,https://arxiv.org/abs/1312.2048v8,"Designed to compete with fiat currencies, bitcoin proposes it is a crypto-currency alternative. Bitcoin makes a number of false claims, including: solving the double-spending problem is a good thing; bitcoin can be a reserve currency for banking; hoarding equals saving, and that we should believe bitcoin can expand by deflation to become a global transactional currency supply. Bitcoin's developers combine technical implementation proficiency with ignorance of currency and banking fundamentals. This has resulted in a failed attempt to change finance. A set of recommendations to change finance are provided in the Afterword: Investment/venture banking for the masses; Venture banking to bring back what investment banks once were; Open-outcry exchange for all CDS contracts; Attempting to develop CDS type contracts on investments in startup and existing enterprises; and Improving the connection between startup tech/ideas, business organization and investment.","cs.CE, q-fin.GN","['cs.CE', 'q-fin.GN']",1312.2048v8,,"28 pages, 6 figures. JEL: E21, E22, E42, E51, G21, G29, G28 Section 2.6 has been broken out into a separate paper, and that unwieldy section is replaced by a short bit referencing that new paper titled, ""A zero-sum monetary system, interest rates, and implications.""",,cs.CE,bitcoin
84,Bitcoin: a Money-like Informational Commodity,"Jan A. Bergstra, Peter Weijland","['Jan A. Bergstra', 'Peter Weijland']",2014-02-19,2014-02-19T19:25:15Z,https://arxiv.org/abs/1402.4778v1,"The question ""what is Bitcoin"" allows for many answers depending on the objectives aimed at when providing such answers. The question addressed in this paper is to determine a top-level classification, or type, for Bitcoin. We will classify Bitcoin as a system of type money-like informational commodity (MLIC).",cs.CY,['cs.CY'],1402.4778v1,,,,cs.CY,bitcoin
85,TxProbe: Discovering Bitcoin's Network Topology Using Orphan Transactions,"Sergi Delgado-Segura, Surya Bakshi, Cristina Pérez-Solà, James Litton, Andrew Pachulski, Andrew Miller, Bobby Bhattacharjee","['Sergi Delgado-Segura', 'Surya Bakshi', 'Cristina Pérez-Solà', 'James Litton', 'Andrew Pachulski', 'Andrew Miller', 'Bobby Bhattacharjee']",2018-12-03,2018-12-03T18:08:47Z,https://arxiv.org/abs/1812.00942v2,"Bitcoin relies on a peer-to-peer overlay network to broadcast transactions and blocks. From the viewpoint of network measurement, we would like to observe this topology so we can characterize its performance, fairness and robustness. However, this is difficult because Bitcoin is deliberately designed to hide its topology from onlookers. Knowledge of the topology is not in itself a vulnerability, although it could conceivably help an attacker performing targeted eclipse attacks or to deanonymize transaction senders.
  In this paper we present TxProbe, a novel technique for reconstructing the Bitcoin network topology. TxProbe makes use of peculiarities in how Bitcoin processes out of order, or ""orphaned"" transactions. We conducted experiments on Bitcoin testnet that suggest our technique reconstructs topology with precision and recall surpassing 90%. We also used TxProbe to take a snapshot of the Bitcoin testnet in just a few hours. TxProbe may be useful for future measurement campaigns of Bitcoin or other cryptocurrency networks.",cs.CR,['cs.CR'],1812.00942v2,,"to appear, FC 2019",,cs.CR,bitcoin
86,"Exploring Spatial, Temporal, and Logical Attacks on the Bitcoin Network","Muhammad Saad, Victor Cook, Lan Nguyen, My T. Thai, Aziz Mohaisen","['Muhammad Saad', 'Victor Cook', 'Lan Nguyen', 'My T. Thai', 'Aziz Mohaisen']",2019-02-10,2019-02-10T17:33:24Z,https://arxiv.org/abs/1902.03636v1,"In this paper, we explore the partitioning attacks on the Bitcoin network, which is shown to exhibit spatial bias, and temporal and logical diversity. Through data-driven study we highlight: 1) the centralization of Bitcoin nodes across autonomous systems, indicating the possibility of BGP attacks, 2)the non-uniform consensus among nodes, that can be exploited to partition the network, and 3)the diversity in the Bitcoin software usage that can lead to privacy attacks. Atop the prior work, which focused on spatial partitioning, our work extends the analysis of the Bitcoin network to understand the temporal and logical effects on the robustness of the Bitcoin network.","cs.NI, cs.CR","['cs.NI', 'cs.CR']",1902.03636v1,,Accepted as a poster for ISOC NDSS 2019,,cs.NI,bitcoin
87,Towards Malicious address identification in Bitcoin,"Deepesh Chaudhari, Rachit Agarwal, Sandeep Kumar Shukla","['Deepesh Chaudhari', 'Rachit Agarwal', 'Sandeep Kumar Shukla']",2021-12-22,2021-12-22T08:11:58Z,https://arxiv.org/abs/2112.11721v1,"The temporal aspect of blockchain transactions enables us to study the address's behavior and detect if it is involved in any illicit activity. However, due to the concept of change addresses (used to thwart replay attacks), temporal aspects are not directly applicable in the Bitcoin blockchain. Several pre-processing steps should be performed before such temporal aspects are utilized. We are motivated to study the Bitcoin transaction network and use the temporal features such as burst, attractiveness, and inter-event time along with several graph-based properties such as the degree of node and clustering coefficient to validate the applicability of already existing approaches known for other cryptocurrency blockchains on the Bitcoin blockchain. We generate the temporal and non-temporal feature set and train the Machine Learning (ML) algorithm over different temporal granularities to validate the state-of-the-art methods. We study the behavior of the addresses over different time granularities of the dataset. We identify that after applying change-address clustering, in Bitcoin, existing temporal features can be extracted and ML approaches can be applied. A comparative analysis of results show that the behavior of addresses in Ethereum and Bitcoin is similar with respect to in-degree, out-degree and inter-event time. Further, we identify 3 suspects that showed malicious behavior across different temporal granularities. These suspects are not marked as malicious in Bitcoin.","cs.CR, cs.CY, cs.DC, cs.LG","['cs.CR', 'cs.CY', 'cs.DC', 'cs.LG']",2112.11721v1,,,,cs.CR,bitcoin
88,Predictive analysis of Bitcoin price considering social sentiments,Pratikkumar Prajapati,['Pratikkumar Prajapati'],2020-01-16,2020-01-16T18:08:05Z,https://arxiv.org/abs/2001.10343v1,"We report on the use of sentiment analysis on news and social media to analyze and predict the price of Bitcoin. Bitcoin is the leading cryptocurrency and has the highest market capitalization among digital currencies. Predicting Bitcoin values may help understand and predict potential market movement and future growth of the technology. Unlike (mostly) repeating phenomena like weather, cryptocurrency values do not follow a repeating pattern and mere past value of Bitcoin does not reveal any secret of future Bitcoin value. Humans follow general sentiments and technical analysis to invest in the market. Hence considering people's sentiment can give a good degree of prediction. We focus on using social sentiment as a feature to predict future Bitcoin value, and in particular, consider Google News and Reddit posts. We find that social sentiment gives a good estimate of how future Bitcoin values may move. We achieve the lowest test RMSE of 434.87 using an LSTM that takes as inputs the historical price of various cryptocurrencies, the sentiment of news articles and the sentiment of Reddit posts.","cs.IR, cs.AI, cs.LG","['cs.IR', 'cs.AI', 'cs.LG']",2001.10343v1,,"12 pages, 4 figures, 11 tables",,cs.IR,bitcoin
89,Chaos and Order in the Bitcoin Market,"Josselin Garnier, Knut Solna","['Josselin Garnier', 'Knut Solna']",2018-09-22,2018-09-22T08:16:08Z,https://arxiv.org/abs/1809.08403v2,"The bitcoin price has surged in recent years and it has also exhibited phases of rapid decay. In this paper we address the question to what extent this novel cryptocurrency market can be viewed as a classic or semi-efficient market. Novel and robust tools for estimation of multi-fractal properties are used to show that the bitcoin price exhibits a very interesting multi-scale correlation structure. This structure can be described by a power-law behavior of the variances of the returns as functions of time increments and it can be characterized by two parameters, the volatility and the Hurst exponent. These power-law parameters, however, vary in time. A new notion of generalized Hurst exponent is introduced which allows us to check if the multi-fractal character of the underlying signal is well captured. It is moreover shown how the monitoring of the power-law parameters can be used to identify regime shifts for the bitcoin price. A novel technique for identifying the regimes switches based on a goodness of fit of the local power-law parameters is presented. It automatically detects dates associated with some known events in the bitcoin market place. A very surprising result is moreover that, despite the wild ride of the bitcoin price in recent years and its multi-fractal and non-stationary character, this price has both local power-law behaviors and a very orderly correlation structure when it is observed on its entire period of existence.",q-fin.ST,['q-fin.ST'],1809.08403v2,10.1016/j.physa.2019.04.164,,,q-fin.ST,bitcoin
90,Emulating OP_RAND in Bitcoin,Oleksandr Kurbatov,['Oleksandr Kurbatov'],2025-01-27,2025-01-27T19:16:04Z,https://arxiv.org/abs/2501.16451v2,"This paper proposes a method of emulation of \verb|OP_RAND| opcode on Bitcoin through a trustless interactive game between transaction counterparties. The game result is probabilistic and doesn't allow any party to cheat, increasing their chance of winning on any protocol step. The protocol can be organized in a way unrecognizable to any external party and doesn't require some specific scripts or Bitcoin protocol updates. We will show how the protocol works on the simple \textbf{Thimbles Game} and provide some initial thoughts about approaches and applications that can use the mentioned approach.",cs.CR,['cs.CR'],2501.16451v2,,"7 pages, 3 figures",,cs.CR,bitcoin
91,Bayesian regression and Bitcoin,"Devavrat Shah, Kang Zhang","['Devavrat Shah', 'Kang Zhang']",2014-10-06,2014-10-06T00:38:39Z,https://arxiv.org/abs/1410.1231v1,"In this paper, we discuss the method of Bayesian regression and its efficacy for predicting price variation of Bitcoin, a recently popularized virtual, cryptographic currency. Bayesian regression refers to utilizing empirical data as proxy to perform Bayesian inference. We utilize Bayesian regression for the so-called ""latent source model"". The Bayesian regression for ""latent source model"" was introduced and discussed by Chen, Nikolov and Shah (2013) and Bresler, Chen and Shah (2014) for the purpose of binary classification. They established theoretical as well as empirical efficacy of the method for the setting of binary classification.
  In this paper, instead we utilize it for predicting real-valued quantity, the price of Bitcoin. Based on this price prediction method, we devise a simple strategy for trading Bitcoin. The strategy is able to nearly double the investment in less than 60 day period when run against real data trace.","cs.AI, math.ST","['cs.AI', 'math.ST']",1410.1231v1,,"Preliminary version appeared in the Proceedings of 2014 Allerton Conference on Communication, Control, and Computing",,cs.AI,bitcoin
92,Towards Better Understanding of Bitcoin Unreachable Peers,"Liang Wang, Ivan Pustogarov","['Liang Wang', 'Ivan Pustogarov']",2017-09-20,2017-09-20T12:45:54Z,https://arxiv.org/abs/1709.06837v1,"The bitcoin peer-to-peer network has drawn significant attention from researchers, but so far has mostly focused on publicly visible portions of the network, i.e., publicly reachable peers. This mostly ignores the hidden parts of the network: unreachable Bitcoin peers behind NATs and firewalls. In this paper, we characterize Bitcoin peers that might be behind NATs or firewalls from different perspectives. Using a special-purpose measurement tool we conduct a large scale measurement study of the Bitcoin network, and discover several previously unreported usage patterns: a small number of peers are involved in the propagation of 89% of all bitcoin transactions, public cloud services are being used for Bitcoin network probing and crawling, a large amount of transactions are generated from only two mobile applications. We also empirically evaluate a method that uses timing information to re-identify the peer that created a transaction against unreachable peers. We find this method very accurate for peers that use the latest version of the Bitcoin Core client.",cs.NI,['cs.NI'],1709.06837v1,,"7 pages, 10 figures, 8 tables",,cs.NI,bitcoin
93,The Unreasonable Fundamental Incertitudes Behind Bitcoin Mining,"Nicolas T. Courtois, Marek Grajek, Rahul Naik","['Nicolas T. Courtois', 'Marek Grajek', 'Rahul Naik']",2013-10-29,2013-10-29T19:06:33Z,https://arxiv.org/abs/1310.7935v3,"Bitcoin is a ""crypto currency"", a decentralized electronic payment scheme based on cryptography which has recently gained excessive popularity. Scientific research on bitcoin is less abundant. A paper at Financial Cryptography 2012 conference explains that it is a system which ""uses no fancy cryptography"", and is ""by no means perfect"". It depends on a well-known cryptographic standard SHA-256. In this paper we revisit the cryptographic process which allows one to make money by producing bitcoins. We reformulate this problem as a Constrained Input Small Output (CISO) hashing problem and reduce the problem to a pure block cipher problem. We estimate the speed of this process and we show that the cost of this process is less than it seems and it depends on a certain cryptographic constant which we estimated to be at most 1.86. These optimizations enable bitcoin miners to save tens of millions of dollars per year in electricity bills. Miners who set up mining operations face many economic incertitudes such as high volatility. In this paper we point out that there are fundamental incertitudes which depend very strongly on the bitcoin specification. The energy efficiency of bitcoin miners have already been improved by a factor of about 10,000, and we claim that further improvements are inevitable. Better technology is bound to be invented, would it be quantum miners. More importantly, the specification is likely to change. A major change have been proposed in May 2013 at Bitcoin conference in San Diego by Dan Kaminsky. However, any sort of change could be flatly rejected by the community which have heavily invested in mining with the current technology. Another question is the reward halving scheme in bitcoin. The current bitcoin specification mandates a strong 4-year cyclic property. We find this property totally unreasonable and harmful and explain why and how it needs to be changed.","cs.CR, cs.CE, cs.SI","['cs.CR', 'cs.CE', 'cs.SI']",1310.7935v3,,"45 pages, colour figures in jpg, not published elsewhere than arxiv",,cs.CR,bitcoin
94,Analysis of the Bitcoin blockchain: Socio-economic factors behind the adoption,"Francesco Parino, Mariano G. Beiro, Laetitia Gauvin","['Francesco Parino', 'Mariano G. Beiro', 'Laetitia Gauvin']",2018-04-20,2018-04-20T15:02:28Z,https://arxiv.org/abs/1804.07657v2,"As the first decentralized digital currency introduced in 2009 together with the blockchain, Bitcoin offers new opportunities both for developed and developing countries. Bitcoin peer-to-peer transactions are independent of the banking system, thus facilitating foreign exchanges with low transaction fees such as remittances, with a high degree of anonymity. These opportunities together with other key factors led the Bitcoin to become extremely popular and made its price skyrocket during 2017. However, while the Bitcoin blockchain attracts a lot of attention, it remains difficult to investigate where this attention comes from, due to the pseudo-anonymity of the system, and consequently to appreciate its social impact. Here we make an attempt to characterize the adoption of the bitcoin blockchain by country. In the first part of the work we show that information about the number of Bitcoin software client downloads, the IP addresses that act as relays for the transactions, and the Internet searches about Bitcoin provide together a coherent picture of the system evolution in different countries. Using these quantities as a proxy for user adoption, we identified several socio-economic indexes such as the GDP per capita, freedom of trade and the Internet penetration as key variables correlated with the degree of user adoption. In the second part of the work, we build a network of Bitcoin transactions between countries using the IP addresses of nodes relaying transactions and we develop an augmented version of the gravity model of trade in order to identify socio-economic factors linked to the flow of bitcoins between countries. In a nutshell our study provides a new insight on the bitcoin adoption by country and on the potential socio-economic drivers of the international bitcoin flow.",physics.soc-ph,['physics.soc-ph'],1804.07657v2,,,,physics.soc-ph,bitcoin
95,"Kriptosare.gen, a dockerized Bitcoin testbed: analysis of server performance","Francesco Zola, Cristina Pérez-Solá, Jon Egaña Zubia, Maria Eguimendia, Jordi Herrera-Joancomartí","['Francesco Zola', 'Cristina Pérez-Solá', 'Jon Egaña Zubia', 'Maria Eguimendia', 'Jordi Herrera-Joancomartí']",2019-10-16,2019-10-16T14:36:30Z,https://arxiv.org/abs/1910.07377v1,"Bitcoin is a peer-to-peer distributed cryptocurrency system, that keeps all transaction history in a public ledger known as blockchain. The Bitcoin network is implicitly pseudoanonymous and its nodes are controlled by independent entities making network analysis difficult. This calls for the development of a fully controlled testing environment.
  This paper presents Kriptosare.gen, a dockerized automatized Bitcoin testbed, for deploying full-scale custom Bitcoin networks. The testbed is deployed in a single machine executing four different experiments, each one with different network configuration. We perform a cost analysis to investigate how the resources are related with network parameters and provide experimental data quantifying the amount of computational resources needed to run the different types of simulations. Obtained results demonstrate that it is possible to run the testbed with a configuration similar to a real Bitcoin system.","cs.PF, cs.CR","['cs.PF', 'cs.CR']",1910.07377v1,10.1109/NTMS.2019.8763809,"9 pages, 4 figures, 1 table, presented during the 10th IFIP International Conference on New Technologies, Mobility and Security (NTMS)","2019 10th IFIP International Conference on New Technologies, Mobility and Security (NTMS) (pp. 1-5). IEEE",cs.PF,bitcoin
96,Elementary Bitcoin economics: from production and transaction demand to values,Misha Perepelitsa,['Misha Perepelitsa'],2022-11-13,2022-11-13T22:34:38Z,https://arxiv.org/abs/2211.07035v1,"In this paper we give an elementary analysis of economics of Bitcoin that combines the transaction demand by the consumers and the supply of hashrate by miners. We argue that the decreasing block reward will have no significant effect on the exchange rate (price) of Bitcoin and thus the network will be transitioning to a regime where transaction fees will play a bigger part of miners' revenue. We consider a simple model where consumers demand bitcoins for transactions, but not for hoarding bitcoins, and we analyze market equilibrium where the demand is matched with the hashrate supplied by miners. Our main conclusion is that the exchange rate of Bitcoin cannot be determined from the market equilibrium and so our arguments support the hypothesis that Bitcoin price has no economic fundamentals and is free to fluctuate according to the present demand for hoarding and speculation. We point out that increasing fees bear the risk of Bitcoin being outcompeted by its main rival Ethereum, and that decreasing revenues to miners depreciate the perception of Bitcoin as a medium for store value (hoarding demand) which will have effect its exchange rate.","econ.GN, cs.SI","['econ.GN', 'cs.SI']",2211.07035v1,,,,econ.GN,bitcoin
97,Social signals and algorithmic trading of Bitcoin,"David Garcia, Frank Schweitzer","['David Garcia', 'Frank Schweitzer']",2015-06-04,2015-06-04T09:01:55Z,https://arxiv.org/abs/1506.01513v2,"The availability of data on digital traces is growing to unprecedented sizes, but inferring actionable knowledge from large-scale data is far from being trivial. This is especially important for computational finance, where digital traces of human behavior offer a great potential to drive trading strategies. We contribute to this by providing a consistent approach that integrates various datasources in the design of algorithmic traders. This allows us to derive insights into the principles behind the profitability of our trading strategies. We illustrate our approach through the analysis of Bitcoin, a cryptocurrency known for its large price fluctuations. In our analysis, we include economic signals of volume and price of exchange for USD, adoption of the Bitcoin technology, and transaction volume of Bitcoin. We add social signals related to information search, word of mouth volume, emotional valence, and opinion polarization as expressed in tweets related to Bitcoin for more than 3 years. Our analysis reveals that increases in opinion polarization and exchange volume precede rising Bitcoin prices, and that emotional valence precedes opinion polarization and rising exchange volumes. We apply these insights to design algorithmic trading strategies for Bitcoin, reaching very high profits in less than a year. We verify this high profitability with robust statistical methods that take into account risk and trading costs, confirming the long-standing hypothesis that trading based social media sentiment has the potential to yield positive returns on investment.","cs.SI, q-fin.TR","['cs.SI', 'q-fin.TR']",1506.01513v2,10.1098/rsos.150288,http://rsos.royalsocietypublishing.org/content/2/9/150288,"Royal Society Open Science, 2:150288, 2015",cs.SI,bitcoin
98,Recent scaling properties of Bitcoin price returns,Tetsuya Takaishi,['Tetsuya Takaishi'],2020-09-15,2020-09-15T05:42:01Z,https://arxiv.org/abs/2009.06874v1,"While relevant stylized facts are observed for Bitcoin markets, we find a distinct property for the scaling behavior of the cumulative return distribution. For various assets, the tail index $μ$ of the cumulative return distribution exhibits $μ\approx 3$, which is referred to as ""the inverse cubic law."" On the other hand, that of the Bitcoin return is claimed to be $μ\approx 2$, which is known as ""the inverse square law."" We investigate the scaling properties using recent Bitcoin data and find that the tail index changes to $μ\approx 3$, which is consistent with the inverse cubic law. This suggests that some properties of the Bitcoin market could vary over time. We also investigate the autocorrelation of absolute returns and find that it is described by a power-law with two scaling exponents. By analyzing the absolute returns standardized by the realized volatility, we verify that the Bitcoin return time series is consistent with normal random variables with time-varying volatility.",q-fin.ST,['q-fin.ST'],2009.06874v1,10.1088/1742-6596/1730/1/012124,"6 pages, 3 figures",,q-fin.ST,bitcoin
99,Bitcoin-NG: A Scalable Blockchain Protocol,"Ittay Eyal, Adem Efe Gencer, Emin Gun Sirer, Robbert van Renesse","['Ittay Eyal', 'Adem Efe Gencer', 'Emin Gun Sirer', 'Robbert van Renesse']",2015-10-07,2015-10-07T17:35:32Z,https://arxiv.org/abs/1510.02037v2,"Cryptocurrencies, based on and led by Bitcoin, have shown promise as infrastructure for pseudonymous online payments, cheap remittance, trustless digital asset exchange, and smart contracts. However, Bitcoin-derived blockchain protocols have inherent scalability limits that trade-off between throughput and latency and withhold the realization of this potential.
  This paper presents Bitcoin-NG, a new blockchain protocol designed to scale. Based on Bitcoin's blockchain protocol, Bitcoin-NG is Byzantine fault tolerant, is robust to extreme churn, and shares the same trust model obviating qualitative changes to the ecosystem.
  In addition to Bitcoin-NG, we introduce several novel metrics of interest in quantifying the security and efficiency of Bitcoin-like blockchain protocols. We implement Bitcoin-NG and perform large-scale experiments at 15% the size of the operational Bitcoin system, using unchanged clients of both protocols. These experiments demonstrate that Bitcoin-NG scales optimally, with bandwidth limited only by the capacity of the individual nodes and latency limited only by the propagation time of the network.",cs.CR,['cs.CR'],1510.02037v2,,,,cs.CR,bitcoin
100,On Analysis of the Bitcoin and Prism Backbone Protocols,"Jing Li, Dongning Guo","['Jing Li', 'Dongning Guo']",2019-07-11,2019-07-11T06:35:05Z,https://arxiv.org/abs/1907.05016v2,"Bitcoin is a peer-to-peer payment system proposed by Nakamoto in 2008. Properties of the bitcoin backbone protocol have been investigated in some depth: the blockchain growth property quantifies the number of blocks added to the blockchain during any time intervals; the blockchain quality property ensures the honest miners always contribute at least a certain fraction of the blockchain; the common prefix property ensures if a block is deep enough, it will eventually be adopted by all honest miners with high probability. Following the spirit of decoupling various functionalities of the blockchain, the Prism protocol is proposed to dramatically improve the throughput while maintaining the same level of security. Prior analyses of the bitcoin and Prism backbone protocols assume the lifespan of blockchain is finite. This paper presents a streamlined and strengthened analysis without the finite horizon assumption. Specifically, the results include a blockchain growth property, a blockchain quality property, and a common prefix property of the bitcoin backbone protocol, as well as the liveness and persistence of the Prism backbone protocol regardless of whether the blockchains have a infinite lifespan. We also express the properties of bitcoin and Prism backbone protocols in explicit expressions rather than order optimal results, which lead to tighter bounds and practical references for public transaction ledger protocol design.","cs.CR, cs.DC, cs.IT","['cs.CR', 'cs.DC', 'cs.IT']",1907.05016v2,,,,cs.CR,bitcoin
